GTOD,GATG,GHTG,SESI,SGNM,SEWN,GDAT,SEST,SEWT,,,
1200,84,27,1,45,12,2,0,12,,South Carolina,Florida
1200,23,81,1,46,12,2,0,12,,Colorado State,San Diego State
1200,31,62,1,47,12,2,0,12,,Georgia Tech,North Carolina
1200,111,5,1,48,12,2,0,12,,Washington State,Arizona State
1200,14,41,1,49,12,2,0,12,,Bowling Green,Kent State
1200,12,105,1,50,12,2,0,12,,Boise State,UTEP
930,18,46,1,51,12,6,0,12,,UCF,Marshall
750,144,98,1,0,13,0,0,13,,USF,UAB
1080,5,4,1,1,13,0,0,13,,Arizona State,Arizona
1200,85,89,1,2,13,0,0,13,,Southern Miss,TCU
1200,29,12,1,3,13,1,0,13,,Fresno State,Boise State
750,91,106,1,4,13,2,0,13,,Tennessee,Vanderbilt
750,7,53,1,5,13,2,0,13,,Arkansas State,Mid Tenn State
750,95,113,1,6,13,2,0,13,,Toledo,Western Michigan
750,110,111,1,7,13,2,0,13,,Washington,Washington State
750,73,45,1,8,13,2,0,13,,Ole Miss,LSU
750,10,14,1,9,13,2,0,13,,Ball State,Bowling Green
750,51,70,1,10,13,2,0,13,,Michigan,Ohio State
750,40,56,1,11,13,2,0,13,,Kansas State,Missouri
750,63,47,1,12,13,2,0,13,,NC State,Maryland
750,82,97,1,13,13,2,0,13,,San Jose State,Tulsa
750,114,37,1,14,13,2,0,13,,Wisconsin,Iowa
750,62,24,1,15,13,2,0,13,,North Carolina,Duke
750,36,78,1,16,13,2,0,13,,Indiana,Purdue
930,69,50,1,17,13,2,0,13,,Ohio,Miami University
930,102,99,1,18,13,2,0,13,,USC,UCLA
930,39,38,1,19,13,2,0,13,,Kansas,Iowa State
930,90,77,1,20,13,2,0,13,,Temple,Pittsburgh
930,108,13,1,21,13,2,0,13,,Virginia Tech,Boston College
930,11,72,1,22,13,2,0,13,,Baylor,Oklahoma State
930,6,55,1,23,13,2,0,13,,Arkansas,Mississippi State
930,101,23,1,24,13,2,0,13,,UNLV,Colorado State
930,34,104,1,25,13,2,0,13,,Idaho,Utah State
930,74,75,1,26,13,2,0,13,,Oregon,Oregon State
930,94,71,1,27,13,2,0,13,,Texas Tech,Oklahoma
930,79,105,1,28,13,2,0,13,,Rice,UTEP
930,107,31,1,29,13,2,0,13,,Virginia,Georgia Tech
1080,86,100,1,30,13,2,0,13,,UL Lafayette,Connecticut
1080,87,17,1,31,13,2,0,13,,Stanford,Cal
1080,49,80,1,32,13,2,0,13,,Miami,Rutgers
1080,115,60,1,33,13,2,0,13,,Wyoming,New Mexico
1080,84,21,1,34,13,2,0,13,,South Carolina,Clemson
1080,35,67,1,35,13,2,0,13,,Illinois,Northwestern
1080,66,26,1,36,13,2,0,13,,Northern Illinois,Eastern Michigan
1080,52,76,1,37,13,2,0,13,,Michigan State,Penn State
1080,16,103,1,38,13,2,0,13,,BYU,Utah
1080,9,3,1,39,13,2,0,13,,Auburn,Alabama
1080,30,42,1,40,13,2,0,13,,Georgia,Kentucky
1080,44,33,1,41,13,2,0,13,,Louisville,Houston
1080,143,2,1,42,13,2,0,13,,Troy,Akron
1200,41,15,1,43,13,2,0,13,,Kent State,Buffalo
1200,109,68,1,44,13,2,0,13,,Wake Forest,Notre Dame
1200,48,20,1,45,13,2,0,13,,Memphis,Cincinnati
1200,81,1,1,46,13,2,0,13,,San Diego State,Air Force
1200,96,25,1,47,13,2,0,13,,Tulane,ECU
1200,88,112,1,48,13,2,0,13,,Syracuse,West Virginia
930,61,64,1,49,13,5,0,13,,New Mexico State,North Texas
930,55,73,1,0,14,0,0,14,,Mississippi State,Ole Miss
930,25,85,1,1,14,0,0,14,,ECU,Southern Miss
930,18,50,1,2,14,1,0,14,,UCF,Miami University
930,93,92,1,3,14,1,0,14,,Texas A&M,Texas
1080,14,95,1,4,14,1,0,14,,Bowling Green,Toledo
1200,46,69,1,5,14,1,0,14,,Marshall,Ohio
750,104,86,1,6,14,2,0,14,,Utah State,UL Lafayette
750,43,79,1,7,14,2,0,14,,Louisiana Tech,Rice
750,115,101,1,8,14,2,0,14,,Wyoming,UNLV
750,68,102,1,9,14,2,0,14,,Notre Dame,USC
930,48,144,1,10,14,2,0,14,,Memphis,USF
930,77,49,1,11,14,2,0,14,,Pittsburgh,Miami
930,22,58,1,12,14,2,0,14,,Colorado,Nebraska
930,112,90,1,13,14,2,0,14,,West Virginia,Temple
930,42,91,1,14,14,2,0,14,,Kentucky,Tennessee
930,31,30,1,15,14,2,0,14,,Georgia Tech,Georgia
930,33,98,1,16,14,2,0,14,,Houston,UAB
930,105,29,1,17,14,2,0,14,,UTEP,Fresno State
930,107,108,1,18,14,2,0,14,,Virginia,Virginia Tech
1080,109,47,1,19,14,2,0,14,,Wake Forest,Maryland
1080,20,44,1,20,14,2,0,14,,Cincinnati,Louisville
1080,65,53,1,21,14,2,0,14,,UL Monroe,Mid Tenn State
1080,45,6,1,22,14,2,0,14,,LSU,Arkansas
1200,80,88,1,23,14,2,0,14,,Rutgers,Syracuse
1200,27,28,1,24,14,2,0,14,,Florida,Florida State
1200,12,59,1,25,14,2,0,14,,Boise State,Nevada
750,32,12,1,0,15,2,0,15,,Hawaii,Boise State
750,8,57,1,1,15,2,0,15,,Army,Navy
750,28,9,2,0,0,2,0,0,,Florida State,Auburn
750,100,47,2,1,0,2,0,0,,Connecticut,Maryland
750,44,99,2,2,0,2,0,0,,Louisville,UCLA
1080,82,80,2,3,0,2,0,0,,San Jose State,Rutgers
1200,55,108,2,4,0,2,0,0,,Mississippi State,Virginia Tech
1080,41,2,2,0,1,0,0,1,,Kent State,Akron
750,46,109,2,1,1,2,0,1,,Marshall,Wake Forest
750,8,102,2,2,1,2,0,1,,Army,USC
750,44,42,2,3,1,2,0,1,,Louisville,Kentucky
750,64,95,2,4,1,2,0,1,,North Texas,Toledo
750,48,30,2,5,1,2,0,1,,Memphis,Georgia
750,79,33,2,6,1,2,0,1,,Rice,Houston
930,87,53,2,7,1,2,0,1,,Stanford,Mid Tenn State
930,76,105,2,8,1,2,0,1,,Penn State,UTEP
930,10,97,2,9,1,2,0,1,,Ball State,Tulsa
930,88,91,2,10,1,2,0,1,,Syracuse,Tennessee
930,143,26,2,11,1,2,0,1,,Troy,Eastern Michigan
930,112,67,2,12,1,2,0,1,,West Virginia,Northwestern
930,52,40,2,13,1,2,0,1,,Michigan State,Kansas State
930,73,106,2,14,1,2,0,1,,Ole Miss,Vanderbilt
930,28,62,2,15,1,2,0,1,,Florida State,North Carolina
930,66,85,2,16,1,2,0,1,,Northern Illinois,Southern Miss
930,144,32,2,17,1,2,0,1,,USF,Hawaii
930,113,84,2,18,1,2,0,1,,Western Michigan,South Carolina
930,12,34,2,19,1,2,0,1,,Boise State,Idaho
930,9,18,2,20,1,2,0,1,,Auburn,UCF
930,71,37,2,21,1,2,0,1,,Oklahoma,Iowa
1080,111,55,2,22,1,2,0,1,,Washington State,Mississippi State
1080,81,114,2,23,1,2,0,1,,San Diego State,Wisconsin
1080,4,100,2,24,1,2,0,1,,Arizona,Connecticut
1080,29,7,2,25,1,2,0,1,,Fresno State,Arkansas State
1080,65,74,2,26,1,2,0,1,,UL Monroe,Oregon
1080,3,47,2,27,1,2,0,1,,Alabama,Maryland
1080,90,15,2,28,1,2,0,1,,Temple,Buffalo
1080,49,54,2,29,1,2,0,1,,Miami,Minnesota
1080,70,93,2,30,1,2,0,1,,Ohio State,Texas A&M
1080,14,45,2,31,1,2,0,1,,Bowling Green,LSU
1080,43,6,2,32,1,2,0,1,,Louisiana Tech,Arkansas
1080,51,75,2,33,1,2,0,1,,Michigan,Oregon State
1080,72,58,2,34,1,2,0,1,,Oklahoma State,Nebraska
1080,83,16,2,35,1,2,0,1,,SMU,BYU
1080,61,59,2,36,1,2,0,1,,New Mexico State,Nevada
1080,68,63,2,37,1,2,0,1,,Notre Dame,NC State
1080,36,69,2,38,1,2,0,1,,Indiana,Ohio
1080,94,1,2,39,1,2,0,1,,Texas Tech,Air Force
1080,78,98,2,40,1,2,0,1,,Purdue,UAB
1200,22,23,2,41,1,2,0,1,,Colorado,Colorado State
1200,21,39,2,42,1,2,0,1,,Clemson,Kansas
1200,27,5,2,43,1,2,0,1,,Florida,Arizona State
1200,24,107,2,44,1,2,0,1,,Duke,Virginia
1200,56,35,2,45,1,2,0,1,,Missouri,Illinois
1200,31,11,2,46,1,2,0,1,,Georgia Tech,Baylor
1200,99,19,2,47,1,2,0,1,,UCLA,Central Michigan
1200,92,60,2,48,1,2,0,1,,Texas,New Mexico
1200,13,115,2,49,1,2,0,1,,Boston College,Wyoming
1200,17,77,2,50,1,2,0,1,,Cal,Pittsburgh
1200,104,103,2,51,1,2,0,1,,Utah State,Utah
1200,57,82,2,52,1,2,0,1,,Navy,San Jose State
1080,89,96,2,53,1,4,0,1,,TCU,Tulane
1200,25,20,2,54,1,4,0,1,,ECU,Cincinnati
1080,85,98,2,0,2,0,0,2,,Southern Miss,UAB
750,69,20,2,1,2,2,0,2,,Ohio,Cincinnati
750,143,40,2,2,2,2,0,2,,Troy,Kansas State
750,19,144,2,3,2,2,0,2,,Central Michigan,USF
750,39,61,2,4,2,2,0,2,,Kansas,New Mexico State
750,74,65,2,5,2,2,0,2,,Oregon,UL Monroe
750,89,86,2,6,2,2,0,2,,TCU,UL Lafayette
750,18,67,2,7,2,2,0,2,,UCF,Northwestern
750,38,87,2,8,2,2,0,2,,Iowa State,Stanford
750,94,101,2,9,2,2,0,2,,Texas Tech,UNLV
750,47,28,2,10,2,2,0,2,,Maryland,Florida State
750,26,57,2,11,2,2,0,2,,Eastern Michigan,Navy
750,90,91,2,12,2,2,0,2,,Temple,Tennessee
750,9,8,2,13,2,2,0,2,,Auburn,Army
750,70,56,2,14,2,2,0,2,,Ohio State,Missouri
750,23,7,2,15,2,2,0,2,,Colorado State,Arkansas State
750,41,33,2,16,2,2,0,2,,Kent State,Houston
750,79,99,2,17,2,2,0,2,,Rice,UCLA
930,21,15,2,18,2,2,0,2,,Clemson,Buffalo
930,113,27,2,19,2,2,0,2,,Western Michigan,Florida
930,10,72,2,20,2,2,0,2,,Ball State,Oklahoma State
930,43,73,2,21,2,2,0,2,,Louisiana Tech,Ole Miss
930,68,78,2,22,2,2,0,2,,Notre Dame,Purdue
930,35,44,2,23,2,2,0,2,,Illinois,Louisville
930,5,114,2,24,2,2,0,2,,Arizona State,Wisconsin
930,13,30,2,25,2,2,0,2,,Boston College,Georgia
930,95,60,2,26,2,2,0,2,,Toledo,New Mexico
930,1,80,2,27,2,2,0,2,,Air Force,Rutgers
930,63,109,2,28,2,2,0,2,,NC State,Wake Forest
930,6,97,2,29,2,2,0,2,,Arkansas,Tulsa
930,4,82,2,30,2,2,0,2,,Arizona,San Jose State
1080,37,62,2,31,2,2,0,2,,Iowa,North Carolina
1080,64,54,2,32,2,2,0,2,,North Texas,Minnesota
1080,22,29,2,33,2,2,0,2,,Colorado,Fresno State
1080,53,59,2,34,2,2,0,2,,Mid Tenn State,Nevada
1080,34,111,2,35,2,2,0,2,,Idaho,Washington State
1080,83,107,2,36,2,2,0,2,,SMU,Virginia
1080,100,32,2,37,2,2,0,2,,Connecticut,Hawaii
1200,102,16,2,38,2,2,0,2,,USC,BYU
1200,110,46,2,39,2,2,0,2,,Washington,Marshall
1200,45,112,2,40,2,2,0,2,,LSU,West Virginia
1200,52,50,2,41,2,2,0,2,,Michigan State,Miami University
1200,96,106,2,42,2,2,0,2,,Tulane,Vanderbilt
1200,51,48,2,43,2,2,0,2,,Michigan,Memphis
1200,2,77,2,44,2,2,0,2,,Akron,Pittsburgh
1200,31,25,2,45,2,2,0,2,,Georgia Tech,ECU
1200,11,104,2,46,2,2,0,2,,Baylor,Utah State
1200,42,36,2,47,2,2,0,2,,Kentucky,Indiana
1200,66,81,2,48,2,2,0,2,,Northern Illinois,San Diego State
1200,115,12,2,49,2,2,0,2,,Wyoming,Boise State
1200,58,88,2,50,2,2,0,2,,Nebraska,Syracuse
1200,24,103,2,51,2,2,0,2,,Duke,Utah
1200,49,17,2,52,2,2,0,2,,Miami,Cal
1200,71,75,2,53,2,2,0,2,,Oklahoma,Oregon State
930,95,46,2,0,3,1,0,3,,Toledo,Marshall
750,18,29,2,1,3,2,0,3,,UCF,Fresno State
750,50,96,2,2,3,2,0,3,,Miami University,Tulane
750,109,72,2,3,3,2,0,3,,Wake Forest,Oklahoma State
750,24,27,2,4,3,2,0,3,,Duke,Florida
750,74,4,2,5,3,2,0,3,,Oregon,Arizona
750,57,63,2,6,3,2,0,3,,Navy,NC State
750,62,25,2,7,3,2,0,3,,North Carolina,ECU
750,39,69,2,8,3,2,0,3,,Kansas,Ohio
750,37,38,2,9,3,2,0,3,,Iowa,Iowa State
750,89,83,2,10,3,2,0,3,,TCU,SMU
750,54,49,2,11,3,2,0,3,,Minnesota,Miami
750,115,41,2,12,3,2,0,3,,Wyoming,Kent State
750,26,2,2,13,3,2,0,3,,Eastern Michigan,Akron
750,100,15,2,14,3,2,0,3,,Connecticut,Buffalo
750,84,30,2,15,3,2,0,3,,South Carolina,Georgia
750,42,3,2,16,3,2,0,3,,Kentucky,Alabama
750,110,53,2,17,3,2,0,3,,Washington,Mid Tenn State
750,36,5,2,18,3,2,0,3,,Indiana,Arizona State
750,65,76,2,19,3,2,0,3,,UL Monroe,Penn State
930,111,90,2,20,3,2,0,3,,Washington State,Temple
930,92,108,2,21,3,2,0,3,,Texas,Virginia Tech
930,80,6,2,22,3,2,0,3,,Rutgers,Arkansas
930,75,23,2,23,3,2,0,3,,Oregon State,Colorado State
930,91,52,2,24,3,2,0,3,,Tennessee,Michigan State
930,51,107,2,25,3,2,0,3,,Michigan,Virginia
930,70,77,2,26,3,2,0,3,,Ohio State,Pittsburgh
930,61,17,2,27,3,2,0,3,,New Mexico State,Cal
1080,16,60,2,28,3,2,0,3,,BYU,New Mexico
1080,86,112,2,29,3,2,0,3,,UL Lafayette,West Virginia
1080,79,14,2,30,3,2,0,3,,Rice,Bowling Green
1080,101,99,2,31,3,2,0,3,,UNLV,UCLA
1080,45,40,2,32,3,2,0,3,,LSU,Kansas State
1080,144,64,2,33,3,2,0,3,,USF,North Texas
1080,81,104,2,34,3,2,0,3,,San Diego State,Utah State
1080,10,32,2,35,3,2,0,3,,Ball State,Hawaii
1080,97,87,2,36,3,2,0,3,,Tulsa,Stanford
1080,7,56,2,37,3,2,0,3,,Arkansas State,Missouri
1080,47,93,2,38,3,2,0,3,,Maryland,Texas A&M
1080,31,28,2,39,3,2,0,3,,Georgia Tech,Florida State
1080,67,73,2,40,3,2,0,3,,Northwestern,Ole Miss
1080,82,11,2,41,3,2,0,3,,San Jose State,Baylor
1200,103,12,2,42,3,2,0,3,,Utah,Boise State
1200,143,35,2,43,3,2,0,3,,Troy,Illinois
1200,58,102,2,44,3,2,0,3,,Nebraska,USC
1200,55,59,2,45,3,2,0,3,,Mississippi State,Nevada
1200,22,20,2,46,3,2,0,3,,Colorado,Cincinnati
1200,9,106,2,47,3,2,0,3,,Auburn,Vanderbilt
1200,113,105,2,48,3,2,0,3,,Western Michigan,UTEP
1200,43,98,2,49,3,2,0,3,,Louisiana Tech,UAB
1200,78,13,2,50,3,2,0,3,,Purdue,Boston College
1200,114,88,2,51,3,2,0,3,,Wisconsin,Syracuse
1200,1,68,2,52,3,2,0,3,,Air Force,Notre Dame
1200,34,19,2,53,3,2,0,3,,Idaho,Central Michigan
1200,48,85,2,54,3,2,0,3,,Memphis,Southern Miss
1080,59,82,2,0,4,0,0,4,,Nevada,San Jose State
750,93,108,2,1,4,2,0,4,,Texas A&M,Virginia Tech
750,44,80,2,2,4,2,0,4,,Louisville,Rutgers
750,2,36,2,3,4,2,0,4,,Akron,Indiana
750,46,38,2,4,4,2,0,4,,Marshall,Iowa State
750,43,29,2,5,4,2,0,4,,Louisiana Tech,Fresno State
750,101,74,2,6,4,2,0,4,,UNLV,Oregon
750,57,9,2,7,4,2,0,4,,Navy,Auburn
750,17,83,2,8,4,2,0,4,,Cal,SMU
750,114,104,2,9,4,2,0,4,,Wisconsin,Utah State
750,91,27,2,10,4,2,0,4,,Tennessee,Florida
750,85,3,2,11,4,2,0,4,,Southern Miss,Alabama
750,14,86,2,12,4,2,0,4,,Bowling Green,UL Lafayette
750,61,60,2,13,4,2,0,4,,New Mexico State,New Mexico
750,79,55,2,14,4,2,0,4,,Rice,Mississippi State
930,48,109,2,15,4,2,0,4,,Memphis,Wake Forest
930,32,106,2,16,4,2,0,4,,Hawaii,Vanderbilt
930,105,69,2,17,4,2,0,4,,UTEP,Ohio
930,50,56,2,18,4,2,0,4,,Miami University,Missouri
930,26,112,2,19,4,2,0,4,,Eastern Michigan,West Virginia
930,23,72,2,20,4,2,0,4,,Colorado State,Oklahoma State
930,88,39,2,21,4,2,0,4,,Syracuse,Kansas
930,24,51,2,22,4,2,0,4,,Duke,Michigan
930,34,62,2,23,4,2,0,4,,Idaho,North Carolina
930,77,53,2,24,4,2,0,4,,Pittsburgh,Mid Tenn State
930,89,73,2,25,4,2,0,4,,TCU,Ole Miss
930,37,28,2,26,4,2,0,4,,Iowa,Florida State
930,35,81,2,27,4,2,0,4,,Illinois,San Diego State
930,90,4,2,28,4,2,0,4,,Temple,Arizona
930,75,42,2,29,4,2,0,4,,Oregon State,Kentucky
930,115,1,2,30,4,2,0,4,,Wyoming,Air Force
930,96,8,2,31,4,2,0,4,,Tulane,Army
930,65,58,2,32,4,2,0,4,,UL Monroe,Nebraska
1080,63,16,2,33,4,2,0,4,,NC State,BYU
1080,110,47,2,34,4,2,0,4,,Washington,Maryland
1080,18,33,2,35,4,2,0,4,,UCF,Houston
1080,30,45,2,36,4,2,0,4,,Georgia,LSU
1080,54,113,2,37,4,2,0,4,,Minnesota,Western Michigan
1080,41,70,2,38,4,2,0,4,,Kent State,Ohio State
1080,12,111,2,39,4,2,0,4,,Boise State,Washington State
1080,98,22,2,40,4,2,0,4,,UAB,Colorado
1080,20,64,2,41,4,2,0,4,,Cincinnati,North Texas
1080,11,76,2,42,4,2,0,4,,Baylor,Penn State
1080,15,143,2,43,4,2,0,4,,Buffalo,Troy
1080,21,31,2,44,4,2,0,4,,Clemson,Georgia Tech
1200,52,68,2,45,4,2,0,4,,Michigan State,Notre Dame
1200,107,92,2,46,4,2,0,4,,Virginia,Texas
1200,66,6,2,47,4,2,0,4,,Northern Illinois,Arkansas
1200,103,71,2,48,4,2,0,4,,Utah,Oklahoma
1200,67,7,2,49,4,2,0,4,,Northwestern,Arkansas State
1200,19,10,2,50,4,2,0,4,,Central Michigan,Ball State
1200,84,100,2,51,4,2,0,4,,South Carolina,Connecticut
1200,49,13,2,52,4,2,0,4,,Miami,Boston College
1200,94,95,2,53,4,2,0,4,,Texas Tech,Toledo
750,62,63,2,0,5,2,0,5,,North Carolina,NC State
750,29,58,2,1,5,2,0,5,,Fresno State,Nebraska
750,45,55,2,2,5,2,0,5,,LSU,Mississippi State
750,80,98,2,3,5,2,0,5,,Rutgers,UAB
750,106,13,2,4,5,2,0,5,,Vanderbilt,Boston College
750,72,115,2,5,5,2,0,5,,Oklahoma State,Wyoming
750,53,90,2,6,5,2,0,5,,Mid Tenn State,Temple
750,84,91,2,7,5,2,0,5,,South Carolina,Tennessee
750,40,68,2,8,5,2,0,5,,Kansas State,Notre Dame
750,144,8,2,9,5,2,0,5,,USF,Army
750,101,66,2,10,5,2,0,5,,UNLV,Northern Illinois
750,1,16,2,11,5,2,0,5,,Air Force,BYU
750,212,19,2,12,5,2,0,5,,Youngstown State,Central Michigan
750,20,50,2,13,5,2,0,5,,Cincinnati,Miami University
930,103,23,2,14,5,2,0,5,,Utah,Colorado State
930,14,21,2,15,5,2,0,5,,Bowling Green,Clemson
930,82,30,2,16,5,2,0,5,,San Jose State,Georgia
930,71,44,2,17,5,2,0,5,,Oklahoma,Louisville
930,86,64,2,18,5,2,0,5,,UL Lafayette,North Texas
930,94,96,2,19,5,2,0,5,,Texas Tech,Tulane
930,56,39,2,20,5,2,0,5,,Missouri,Kansas
930,57,78,2,21,5,2,0,5,,Navy,Purdue
930,38,26,2,22,5,2,0,5,,Iowa State,Eastern Michigan
930,28,24,2,23,5,2,0,5,,Florida State,Duke
930,83,59,2,24,5,2,0,5,,SMU,Nevada
1080,48,77,2,25,5,2,0,5,,Memphis,Pittsburgh
1080,113,69,2,26,5,2,0,5,,Western Michigan,Ohio
1080,97,4,2,27,5,2,0,5,,Tulsa,Arizona
1080,6,3,2,28,5,2,0,5,,Arkansas,Alabama
1080,79,32,2,29,5,2,0,5,,Rice,Hawaii
1080,9,10,2,30,5,2,0,5,,Auburn,Ball State
1080,89,105,2,31,5,2,0,5,,TCU,UTEP
1080,100,81,2,32,5,2,0,5,,Connecticut,San Diego State
1080,5,75,2,33,5,2,0,5,,Arizona State,Oregon State
1080,187,108,2,34,5,2,0,5,,William and Mary,Virginia Tech
1080,54,76,2,35,5,2,0,5,,Minnesota,Penn State
1080,18,41,2,36,5,2,0,5,,UCF,Kent State
1080,27,42,2,37,5,2,0,5,,Florida,Kentucky
1080,87,110,2,38,5,2,0,5,,Stanford,Washington
1080,209,93,2,39,5,2,0,5,,SMS,Texas A&M
1080,111,74,2,40,5,2,0,5,,Washington State,Oregon
1080,36,51,2,41,5,2,0,5,,Indiana,Michigan
1200,61,46,2,42,5,2,0,5,,New Mexico State,Marshall
1200,65,104,2,43,5,2,0,5,,UL Monroe,Utah State
1200,85,88,2,44,5,2,0,5,,Southern Miss,Syracuse
1200,114,35,2,45,5,2,0,5,,Wisconsin,Illinois
1200,7,95,2,46,5,2,0,5,,Arkansas State,Toledo
1200,34,31,2,47,5,2,0,5,,Idaho,Georgia Tech
1200,109,107,2,48,5,2,0,5,,Wake Forest,Virginia
1200,37,52,2,49,5,2,0,5,,Iowa,Michigan State
1200,73,92,2,50,5,2,0,5,,Ole Miss,Texas
1200,112,47,2,51,5,2,0,5,,West Virginia,Maryland
1200,67,70,2,52,5,2,0,5,,Northwestern,Ohio State
1200,102,17,2,53,5,2,0,5,,USC,Cal
1200,2,15,2,54,5,2,0,5,,Akron,Buffalo
1200,143,99,2,55,5,2,0,5,,Troy,UCLA
930,33,25,2,56,5,5,0,5,,Houston,ECU
1080,112,49,2,0,6,0,0,6,,West Virginia,Miami
750,51,37,2,1,6,2,0,6,,Michigan,Iowa
750,110,99,2,2,6,2,0,6,,Washington,UCLA
750,8,89,2,3,6,2,0,6,,Army,TCU
750,101,59,2,4,6,2,0,6,,UNLV,Nevada
750,40,92,2,5,6,2,0,6,,Kansas State,Texas
750,60,100,2,6,6,2,0,6,,New Mexico,Connecticut
750,33,28,2,7,6,2,0,6,,Houston,Florida State
750,35,78,2,8,6,2,0,6,,Illinois,Purdue
750,19,14,2,9,6,2,0,6,,Central Michigan,Bowling Green
750,10,41,2,10,6,2,0,6,,Ball State,Kent State
750,96,42,2,11,6,2,0,6,,Tulane,Kentucky
750,75,17,2,12,6,2,0,6,,Oregon State,Cal
750,108,80,2,13,6,2,0,6,,Virginia Tech,Rutgers
750,102,5,2,14,6,2,0,6,,USC,Arizona State
750,1,57,2,15,6,2,0,6,,Air Force,Navy
750,93,94,2,16,6,2,0,6,,Texas A&M,Texas Tech
930,91,9,2,17,6,2,0,6,,Tennessee,Auburn
930,107,62,2,18,6,2,0,6,,Virginia,North Carolina
930,63,31,2,19,6,2,0,6,,NC State,Georgia Tech
930,2,50,2,20,6,2,0,6,,Akron,Miami University
930,3,30,2,21,6,2,0,6,,Alabama,Georgia
930,4,111,2,22,6,2,0,6,,Arizona,Washington State
930,34,61,2,23,6,2,0,6,,Idaho,New Mexico State
1080,22,11,2,24,6,2,0,6,,Colorado,Baylor
1080,45,84,2,25,6,2,0,6,,LSU,South Carolina
1080,32,97,2,26,6,2,0,6,,Hawaii,Tulsa
1080,71,38,2,27,6,2,0,6,,Oklahoma,Iowa State
1080,15,18,2,28,6,2,0,6,,Buffalo,UCF
1080,64,103,2,29,6,2,0,6,,North Texas,Utah
1080,85,20,2,30,6,2,0,6,,Southern Miss,Cincinnati
1080,54,67,2,31,6,2,0,6,,Minnesota,Northwestern
1080,143,86,2,32,6,2,0,6,,Troy,UL Lafayette
1080,69,66,2,33,6,2,0,6,,Ohio,Northern Illinois
1200,65,7,2,34,6,2,0,6,,UL Monroe,Arkansas State
1200,36,52,2,35,6,2,0,6,,Indiana,Michigan State
1200,105,83,2,36,6,2,0,6,,UTEP,SMU
1200,73,27,2,37,6,2,0,6,,Ole Miss,Florida
1200,12,43,2,38,6,2,0,6,,Boise State,Louisiana Tech
1200,98,48,2,39,6,2,0,6,,UAB,Memphis
1200,21,47,2,40,6,2,0,6,,Clemson,Maryland
1200,104,74,2,41,6,2,0,6,,Utah State,Oregon
1200,82,79,2,42,6,2,0,6,,San Jose State,Rice
1200,25,23,2,43,6,2,0,6,,ECU,Colorado State
1200,68,87,2,44,6,2,0,6,,Notre Dame,Stanford
1200,114,76,2,45,6,2,0,6,,Wisconsin,Penn State
1200,113,26,2,46,6,2,0,6,,Western Michigan,Eastern Michigan
1200,16,81,2,47,6,2,0,6,,BYU,San Diego State
1200,106,55,2,48,6,2,0,6,,Vanderbilt,Mississippi State
1200,44,144,2,49,6,2,0,6,,Louisville,USF
1080,23,16,2,0,7,0,0,7,,Colorado State,BYU
930,89,144,2,1,7,1,0,7,,TCU,USF
750,87,102,2,2,7,2,0,7,,Stanford,USC
750,14,113,2,3,7,2,0,7,,Bowling Green,Western Michigan
750,70,114,2,4,7,2,0,7,,Ohio State,Wisconsin
750,83,82,2,5,7,2,0,7,,SMU,San Jose State
750,51,54,2,6,7,2,0,7,,Michigan,Minnesota
750,85,143,2,7,7,2,0,7,,Southern Miss,Troy
750,27,45,2,8,7,2,0,7,,Florida,LSU
750,99,4,2,9,7,2,0,7,,UCLA,Arizona
750,80,112,2,10,7,2,0,7,,Rutgers,West Virginia
750,33,96,2,11,7,2,0,7,,Houston,Tulane
930,13,90,2,12,7,2,0,7,,Boston College,Temple
930,8,44,2,13,7,2,0,7,,Army,Louisville
930,76,78,2,14,7,2,0,7,,Penn State,Purdue
930,58,56,2,15,7,2,0,7,,Nebraska,Missouri
930,24,47,2,16,7,2,0,7,,Duke,Maryland
930,60,62,2,17,7,2,0,7,,New Mexico,North Carolina
930,9,6,2,18,7,2,0,7,,Auburn,Arkansas
930,38,94,2,19,7,2,0,7,,Iowa State,Texas Tech
930,43,105,2,20,7,2,0,7,,Louisiana Tech,UTEP
930,115,3,2,21,7,2,0,7,,Wyoming,Alabama
930,64,34,2,22,7,2,0,7,,North Texas,Idaho
930,11,93,2,23,7,2,0,7,,Baylor,Texas A&M
930,71,92,2,24,7,2,0,7,,Oklahoma,Texas
930,49,28,2,25,7,2,0,7,,Miami,Florida State
930,107,21,2,26,7,2,0,7,,Virginia,Clemson
930,55,63,2,27,7,2,0,7,,Mississippi State,NC State
930,20,98,2,28,7,2,0,7,,Cincinnati,UAB
930,25,100,2,29,7,2,0,7,,ECU,Connecticut
1080,26,95,2,30,7,2,0,7,,Eastern Michigan,Toledo
1080,31,109,2,31,7,2,0,7,,Georgia Tech,Wake Forest
1080,42,84,2,32,7,2,0,7,,Kentucky,South Carolina
1080,110,68,2,33,7,2,0,7,,Washington,Notre Dame
1080,66,19,2,34,7,2,0,7,,Northern Illinois,Central Michigan
1080,15,50,2,35,7,2,0,7,,Buffalo,Miami University
1080,40,72,2,36,7,2,0,7,,Kansas State,Oklahoma State
1080,88,108,2,37,7,2,0,7,,Syracuse,Virginia Tech
1080,61,53,2,38,7,2,0,7,,New Mexico State,Mid Tenn State
1080,41,46,2,39,7,2,0,7,,Kent State,Marshall
1080,29,32,2,40,7,2,0,7,,Fresno State,Hawaii
